run_id,configuration,seed,role,summary_csv,summary_exists,checkpoint_path,checkpoint_exists,checkpoint_bytes,checkpoint_sha256,training_source_dir,note
R021,random_b350,3,R021 random-budget repeated-evaluation source checkpoint,results/r021_random_budget350_costmatch/checkpoint_reeval_random_b350_seed3_5x20_summary.csv,True,results/r021_random_budget350_costmatch/checkpoints/best_Lift_random_b350_seed3_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefnone_vlv0p0_vclip1p0_vphasenone_idemomodeall_restorebest1_pacelinear.zip,True,3736244,efeb116286bfd4a5249572d09acbd8dde3c3ee293a2c9af77c2c36e7517a30d5,results/r021_random_budget350_costmatch,checkpoint path read from repeated-evaluation summary CSV
R021,random_b350,4,R021 random-budget repeated-evaluation source checkpoint,results/r021_random_budget350_costmatch/checkpoint_reeval_random_b350_seed4_5x20_summary.csv,True,results/r021_random_budget350_costmatch/checkpoints/best_Lift_random_b350_seed4_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefnone_vlv0p0_vclip1p0_vphasenone_idemomodeall_restorebest1_pacelinear.zip,True,3736240,d7522e0a92b9902ea3a5389ea36605089d8d3c8776d87b2ece98d697595b448c,results/r021_random_budget350_costmatch,checkpoint path read from repeated-evaluation summary CSV
R021,random_b450,0,R021 random-budget repeated-evaluation source checkpoint,results/r021_random_budget450_costmatch/checkpoint_reeval_random_b450_seed0_5x20_summary.csv,True,results/r021_random_budget450_costmatch/checkpoints/best_Lift_random_b450_seed0_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefnone_vlv0p0_vclip1p0_vphasenone_idemomodeall_restorebest1_pacelinear.zip,True,3736240,395cacecc4bb502d07a65abe5d95c6d586f32743a8aa2b6654d7dbe919966fcb,results/r021_random_budget450_costmatch,checkpoint path read from repeated-evaluation summary CSV
R021,random_b450,1,R021 random-budget repeated-evaluation source checkpoint,results/r021_random_budget450_costmatch/checkpoint_reeval_random_b450_seed1_5x20_summary.csv,True,results/r021_random_budget450_costmatch/checkpoints/best_Lift_random_b450_seed1_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefnone_vlv0p0_vclip1p0_vphasenone_idemomodeall_restorebest1_pacelinear.zip,True,3736244,5fa31390d5170d7c3fd5f42cb63e507590e8ecb32e81007984b6bf82c6435a65,results/r021_random_budget450_costmatch,checkpoint path read from repeated-evaluation summary CSV
R021,random_b450,2,R021 random-budget repeated-evaluation source checkpoint,results/r021_random_budget450_costmatch/checkpoint_reeval_random_b450_seed2_5x20_summary.csv,True,results/r021_random_budget450_costmatch/checkpoints/best_Lift_random_b450_seed2_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefnone_vlv0p0_vclip1p0_vphasenone_idemomodeall_restorebest1_pacelinear.zip,True,3736240,f8d5be29fef7e06efe2605c01353476db7baeb19ea3f0f08c0190dfef20cee9c,results/r021_random_budget450_costmatch,checkpoint path read from repeated-evaluation summary CSV
R021,random_b450,3,R021 random-budget repeated-evaluation source checkpoint,results/r021_random_budget450_costmatch/checkpoint_reeval_random_b450_seed3_5x20_summary.csv,True,results/r021_random_budget450_costmatch/checkpoints/best_Lift_random_b450_seed3_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefnone_vlv0p0_vclip1p0_vphasenone_idemomodeall_restorebest1_pacelinear.zip,True,3736244,ee107b376089c44d92fbfbb0a2b9dec34188e6df856b03d437108325d9ae6383,results/r021_random_budget450_costmatch,checkpoint path read from repeated-evaluation summary CSV
R021,random_b450,4,R021 random-budget repeated-evaluation source checkpoint,results/r021_random_budget450_costmatch/checkpoint_reeval_random_b450_seed4_5x20_summary.csv,True,results/r021_random_budget450_costmatch/checkpoints/best_Lift_random_b450_seed4_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefnone_vlv0p0_vclip1p0_vphasenone_idemomodeall_restorebest1_pacelinear.zip,True,3736240,c304bf5005f0a7a40e135f458b6d89428035714724e08ee704e4a1cd0aacb569,results/r021_random_budget450_costmatch,checkpoint path read from repeated-evaluation summary CSV
R021,none,0-4,R021 aggregate row inherited from R020 evidence,results/r020_lift_highn_reliability/r020_lift_highn_seed_table.csv,True,,,,,results/r020_lift_highn_reliability plus historical checkpoint dirs listed per seed above,R021 costmatch aggregate reuses R020 none/LV-VoI/random_b600 rows; see R020 per-seed rows in this inventory.
R021,lv_voi_scale3,0-4,R021 aggregate row inherited from R020 evidence,results/r020_lift_highn_reliability/r020_lift_highn_seed_table.csv,True,,,,,results/r020_lift_highn_reliability plus historical checkpoint dirs listed per seed above,R021 costmatch aggregate reuses R020 none/LV-VoI/random_b600 rows; see R020 per-seed rows in this inventory.
R021,random_b600,0-4,R021 aggregate row inherited from R020 evidence,results/r020_lift_highn_reliability/r020_lift_highn_seed_table.csv,True,,,,,results/r020_lift_highn_reliability plus historical checkpoint dirs listed per seed above,R021 costmatch aggregate reuses R020 none/LV-VoI/random_b600 rows; see R020 per-seed rows in this inventory.
